CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE
"220906103","0","0","0","0","0","0"," ","DOVE EL","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","KG - 05","E"
"220906104","0","0","0","0","0","0"," ","TIMBERLINE EL","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","EE - 05","E"
"220906105","0","0","0","0","0","0"," ","TAYLOR EL","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","EE - 05","E"
"220906106","0","0","0","0","0","0"," ","BEAR CREEK EL","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","PK - 05","E"
"220906107","0","1","1","0","1","0"," ","HERITAGE EL","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","KG - 05","E"
"220906108","1","0","0","0","1","0"," ","BRANSFORD EL","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","EE - 05","E"
"220906109","0","0","0","0","0","0"," ","GRAPEVINE EL","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","PK - 05","E"
"220906110","0","0","1","0","1","1"," ","SILVER LAKE EL","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","PK - 05","E"
"220906111","0","0","1","0","1","1"," ","GLENHOPE EL","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","KG - 05","E"
"220907001","0","0","0","1","1","0","1","KELLER H S","N","TARRANT","220","Met Standard","KELLER ISD","220907","09 - 12","S"
"220907002","0","1","0","1","0","0","0","FOSSIL RIDGE H S","N","TARRANT","220","Met Standard","KELLER ISD","220907","09 - 12","S"
"220907004","0","0","0","0","0","0","0","CENTRAL H S","N","TARRANT","220","Met Standard","KELLER ISD","220907","09 - 12","S"
"220907005","0","0","0","0","0","0","0","TIMBER CREEK H S","N","TARRANT","220","Met Standard","KELLER ISD","220907","09 - 12","S"
"220907039"," "," "," "," "," "," "," ","NEW DIRECTION LRN CTR","N","TARRANT","220","Met Alternative Standard","KELLER ISD","220907","10 - 12","S"
"220907041","0","0","0","0","0","0","0","KELLER MIDDLE","N","TARRANT","220","Met Standard","KELLER ISD","220907","07 - 08","M"
"220907042","0","0","0","0","0","0","0","FOSSIL HILL MIDDLE","N","TARRANT","220","Met Standard","KELLER ISD","220907","07 - 08","M"
"220907043","0","0","0","0","0","0","0","HILLWOOD MIDDLE","N","TARRANT","220","Met Standard","KELLER ISD","220907","07 - 08","M"
"220907044","0","0","0","0","0","0","0","INDIAN SPRINGS MIDDLE","N","TARRANT","220","Met Standard","KELLER ISD","220907","05 - 08","M"
"220907045","1","0","0","0","0","0","0","TRINITY SPRINGS MIDDLE","N","TARRANT","220","Met Standard","KELLER ISD","220907","07 - 08","M"
"220907046","0","0","0","0","0","0","0","TIMBERVIEW MIDDLE","N","TARRANT","220","Met Standard","KELLER ISD","220907","05 - 08","M"
"220907047","0","0","0","0","1","0"," ","VISTA RIDGE MIDDLE","N","TARRANT","220","Met Standard","KELLER ISD","220907","05 - 06","M"
"220907101","0","0","0","0","0"," "," ","KELLER-HARVEL EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907102","1","0","0","1","0"," "," ","FLORENCE EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907103","1","0","0","1","0"," "," ","PARKVIEW EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907104","0","0","0","0","0","0"," ","BEAR CREEK INT","N","TARRANT","220","Met Standard","KELLER ISD","220907","05 - 06","M"
"220907105","0","0","0","0","0"," "," ","WHITLEY ROAD EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907106","0","0","0","0","0"," "," ","HERITAGE EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907107","0","0","0","0","0","0"," ","CHISHOLM TRAIL INT","N","TARRANT","220","Met Standard","KELLER ISD","220907","05 - 06","M"
"220907108","0","0","0","0","0"," "," ","SHADY GROVE EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907109","0","0","0","0","0"," "," ","PARK GLEN EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907110","0","1","0","1","0"," "," ","WILLIS LANE EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907111","0","0","0","0","0"," "," ","NORTH RIVERSIDE EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907112","0","0","0","0","0"," "," ","HIDDEN LAKES EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907113","0","0","0","0","0"," "," ","LONE STAR EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907114","0","0","0","0","0","0"," ","PARKWOOD HILL INT","N","TARRANT","220","Met Standard","KELLER ISD","220907","05 - 06","M"
"220907116","0","0","0","0","0"," "," ","BLUEBONNET EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907117","0","0","0","0","0"," "," ","FREEDOM EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907118","0","0","0","1","0"," "," ","BETTE PEROT EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907119","0","0","0","0","0"," "," ","WOODLAND SPRINGS EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907120","1","0","0","1","0"," "," ","LIBERTY EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907121","0","0","0","0","0"," "," ","INDEPENDENCE EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907122","0","0","0","0","0"," "," ","FRIENDSHIP EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907123","1","0","0","1","0","0"," ","TRINITY MEADOWS INT","N","TARRANT","220","Met Standard","KELLER ISD","220907","05 - 06","M"
"220907124","0","0","0","0","0"," "," ","EAGLE RIDGE EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907125","0","0","0","0","0"," "," ","CAPROCK EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907126","1","1","1","1","1"," "," ","BASSWOOD EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907128"," "," "," "," "," "," "," ","KELLER EARLY LEARNING CENTER - NOR","N","TARRANT","220","Met Standard","KELLER ISD","220907","EE - PK","E"
"220907129","0","0","0","0","0"," "," ","RIDGEVIEW EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907130","0","0","0","0","0"," "," ","SUNSET VALLEY EL","N","TARRANT","220","Met Standard","KELLER ISD","220907","KG - 04","E"
"220907131"," "," "," "," "," "," "," ","KELLER EARLY LEARNING CENTER - SOU","N","TARRANT","220","Met Standard","KELLER ISD","220907","EE - PK","E"
"220908002","0","0","0","0","0","0","1","MANSFIELD SUMMIT H S","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","09 - 12","S"
"220908003","0","0","0","0","0","1","1","MANSFIELD H S","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","09 - 12","S"
"220908004","1","1","0","1","1","1","0","MANSFIELD TIMBERVIEW H S","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","09 - 12","S"
"220908005","0","1","1","0","1","1","0","MANSFIELD LEGACY H S","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","09 - 12","S"
"220908006"," "," "," "," "," "," "," ","THE PHOENIX ACADEMY","N","TARRANT","220","Met Alternative Standard","MANSFIELD ISD","220908","10 - 12","S"
"220908007","0","0","0","0","0","0","1","MANSFIELD LAKE RIDGE H S","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","09 - 12","S"
"220908008"," ","1","1"," ","1","1","1","MANSFIELD FRONTIER H S","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","11 - 12","S"
"220908009"," ","1","1","1","1","1"," ","TCCSE EARLY COLLEGE H S AT TIMBERV","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","09 - 09","S"
"220908041","0","0","0","1","0","0","0","ROGENE WORLEY MIDDLE","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","07 - 08","M"
"220908042","1","1","0","1","0","0","0","T A HOWARD MIDDLE","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","07 - 08","M"
"220908043","1","1","1","1","1","1","1","BROOKS WESTER MIDDLE","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","06 - 08","M"
"220908044","0","0","0","1","1","0","1","DANNY JONES MIDDLE","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","07 - 08","M"
"220908045","1","0","1","1","1","0","0","JAMES COBLE MIDDLE","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","07 - 08","M"
"220908046","1","1","1","1","0","1","1","LINDA JOBE MIDDLE","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","07 - 08","M"
"220908101","0","0","1","0","1"," "," ","ALICE PONDER EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","EE - 04","E"
"220908103","0","0","1","0","0"," "," ","TARVER-RENDON EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","PK - 04","E"
"220908105","0","0","0","0","0"," "," ","J L BOREN EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","KG - 04","E"
"220908106","1","1","1","0","1"," "," ","CHARLOTTE ANDERSON EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","PK - 04","E"
"220908107","1","1","1","1","1"," "," ","GLENN HARMON EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","PK - 04","E"
"220908109","0","1","1","0","1"," "," ","D P MORRIS EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","EE - 04","E"
"220908110","0","0","0","0","0"," "," ","WILLIE BROWN EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","EE - 04","E"
"220908111","1","0","0","1","1"," "," ","KENNETH DAVIS EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","PK - 04","E"
"220908112","0","0","0","0","0"," "," ","IMOGENE GIDEON EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","PK - 04","E"
"220908113","1","1","1","1","1"," "," ","ERMA NASH EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","PK - 04","E"
"220908114","0","0","0","0","0"," "," ","ELIZABETH SMITH EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","EE - 04","E"
"220908115","0","0","0","0","0"," "," ","ROBERTA TIPPS EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","PK - 04","E"
"220908116","0","0","0","0","0"," "," ","MARTHA REID EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","EE - 04","E"
"220908117","1","1","1","1","1"," "," ","THELMA JONES EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","EE - 04","E"
"220908118","0","1","1","0","1"," "," ","MARY JO SHEPPARD EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","PK - 04","E"
"220908119","0","0","0","0","0"," "," ","JANET BROCKETT EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","PK - 04","E"
"220908120","0","1","0","0","0"," "," ","ANNA MAY DAULTON EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","PK - 04","E"
"220908121","1","1","1","1","1"," "," ","CORA SPENCER EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","KG - 04","E"
"220908122","1","1","1","1","1"," "," ","LOUISE CABANISS EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","EE - 04","E"
"220908123","1","1","1","1","1"," "," ","CAROL HOLT EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","EE - 04","E"
"220908124","1","0","0","1","0"," "," ","ANNETTE PERRY EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","PK - 04","E"
"220908125","0","1","0","0","1"," "," ","JUDY MILLER EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","EE - 04","E"
"220908126","0","1","1","1","1"," "," ","NANCY NEAL EL","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","EE - 04","E"
"220908201","0","0","0","0","0","0"," ","MARY ORR INT","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","05 - 06","M"
"220908202","0","1","0","0","1","0"," ","CROSS TIMBERS INT","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","05 - 06","M"
"220908204","0","1","1","1","1","1"," ","DONNA SHEPARD INT","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","05 - 06","M"
"220908205","0","0","0","0","0","0"," ","DELLA ICENHOWER INT","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","05 - 06","M"
"220908206","0","0","0","0","0","0"," ","MARY LILLARD I S","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","05 - 06","M"
"220908207","0","0","0","0","0","1"," ","ASA E LOW JR INT","N","TARRANT","220","Met Standard","MANSFIELD ISD","220908","05 - 06","M"
"220910001","0","0","0","0","0","1","0","LAKE WORTH H S","N","TARRANT","220","Met Standard","LAKE WORTH ISD","220910","09 - 12","S"
"220910042","0","0","0","0","0","0","0","LUCYLE COLLINS MIDDLE SCHOOL","N","TARRANT","220","Met Standard","LAKE WORTH ISD","220910","07 - 08","M"
"220910043","0","0","0","0","0","0"," ","N A HOWRY INTERMEDIATE","N","TARRANT","220","Met Standard","LAKE WORTH ISD","220910","05 - 06","M"
"220910101","0","0","0","0","0"," "," ","EFFIE MORRIS EL","N","TARRANT","220","Improvement Required","LAKE WORTH ISD","220910","EE - 04","E"
"220910103","0","0","0","0","0"," "," ","MARINE CREEK EL","N","TARRANT","220","Improvement Required","LAKE WORTH ISD","220910","PK - 04","E"
"220910104","0","0","0","0","0"," "," ","MARILYN MILLER ELEMENTARY","N","TARRANT","220","Improvement Required","LAKE WORTH ISD","220910","EE - 04","E"
"220912001","0","0","0","1","0","0","0","CROWLEY H S","N","TARRANT","220","Met Standard","CROWLEY ISD","220912","09 - 12","S"
"220912002","0","1","0","0","0","0","0","NORTH CROWLEY H S","N","TARRANT","220","Met Standard","CROWLEY ISD","220912","09 - 12","S"
"220912012"," "," "," "," "," "," "," ","TARRANT CO J J A E P","N","TARRANT","220","Not Rated","CROWLEY ISD","220912","11 - 11","S"
"220912041","0","0","0","0","0","0","0","H F STEVENS MIDDLE","N","TARRANT","220","Met Standard","CROWLEY ISD","220912","07 - 09","M"
"220912042","0","0","0","0","0","0","0","CROWLEY MIDDLE","N","TARRANT","220","Met Standard","CROWLEY ISD","220912","07 - 08","M"
"220912043","0","0","0","0","0","0","0","SUMMER CREEK MIDDLE","N","TARRANT","220","Met Standard","CROWLEY ISD","220912","07 - 09","M"
"220912101","0","0","0","0","0"," "," ","BESS RACE EL","N","TARRANT","220","Met Standard","CROWLEY ISD","220912","PK - 04","E"
"220912102","0","0","1","0","1"," "," ","SYCAMORE EL","N","TARRANT","220","Met Standard","CROWLEY ISD","220912","PK - 04","E"
"220912103","0","0","0","0","0"," "," ","DEER CREEK EL","N","TARRANT","220","Met Standard","CROWLEY ISD","220912","EE - 04","E"
"220912104","0","0","0","0","0"," "," ","MEADOWCREEK EL","N","TARRANT","220","Improvement Required","CROWLEY ISD","220912","PK - 04","E"
"220912105","1","1","1","0","0"," "," ","JACKIE CARDEN EL","N","TARRANT","220","Met Standard","CROWLEY ISD","220912","EE - 04","E"
"220912106","0","0","0","0","0"," "," ","PARKWAY EL","N","TARRANT","220","Met Standard","CROWLEY ISD","220912","PK - 04","E"
"220912107","0","1","0","0","0"," "," ","OAKMONT EL","N","TARRANT","220","Met Standard","CROWLEY ISD","220912","PK - 04","E"
"220912108","0","0","0","0","0"," "," ","DALLAS PARK EL","N","TARRANT","220","Met Standard","CROWLEY ISD","220912","PK - 04","E"
"220912109","0","0","0","0","0"," "," ","J A HARGRAVE EL","N","TARRANT","220","Improvement Required","CROWLEY ISD","220912","EE - 04","E"
"220912110","0","0","0","0","0"," "," ","SIDNEY H POYNTER","N","TARRANT","220","Improvement Required","CROWLEY ISD","220912","EE - 04","E"
"220912111","1","1","1","1","1","1"," ","SUE CROUCH INT SCH","N","TARRANT","220","Met Standard","CROWLEY ISD","220912","05 - 06","M"
"220912112","0","0","0","0","0","0"," ","S H CROWLEY INT","N","TARRANT","220","Met Standard","CROWLEY ISD","220912","05 - 06","M"
"220912113","0","0","0","0","0","0"," ","DAVID L WALKER INT","N","TARRANT","220","Improvement Required","CROWLEY ISD","220912","05 - 06","M"
"220912114","0","0","0","0","0","0"," ","MARY HARRIS INT","N","TARRANT","220","Met Standard","CROWLEY ISD","220912","05 - 06","M"
"220914001","0","1","0","0","1","1","1","KENNEDALE H S","N","TARRANT","220","Met Standard","KENNEDALE ISD","220914","09 - 12","S"
"220914041","1","1","0","1","0","1","0","KENNEDALE J H","N","TARRANT","220","Met Standard","KENNEDALE ISD","220914","07 - 08","M"
"220914101","0","0","0","0","0","0"," ","JAMES A ARTHUR INT","N","TARRANT","220","Met Standard","KENNEDALE ISD","220914","05 - 06","M"
"220914102","1","1","0","1","0"," "," ","JAMES F DELANEY EL","N","TARRANT","220","Met Standard","KENNEDALE ISD","220914","EE - 04","E"
"220914103","1","0","0","1","1"," "," ","R F PATTERSON EL","N","TARRANT","220","Met Standard","KENNEDALE ISD","220914","KG - 04","E"
"220915001","1","0","0","1","0","0","0","AZLE H S","N","TARRANT","220","Met Standard","AZLE ISD","220915","09 - 12","S"
"220915003"," "," "," "," "," "," "," ","AZLE HORNET ACADEMY","N","TARRANT","220","Met Alternative Standard","AZLE ISD","220915","09 - 12","S"
"220915041","0","0","0","0","0","0","0","AZLE J H SOUTH","N","TARRANT","220","Met Standard","AZLE ISD","220915","07 - 08","M"
"220915042","1","0","1","0","0","0","1","SANTO FORTE J H","N","TARRANT","220","Met Standard","AZLE ISD","220915","07 - 08","M"
"220915102","0","0","0","1","0"," "," ","EAGLE HEIGHTS EL","N","TARRANT","220","Met Standard","AZLE ISD","220915","KG - 04","E"
"220915103","0","0","0","0","0"," "," ","WALNUT CREEK EL","N","TARRANT","220","Met Standard","AZLE ISD","220915","KG - 04","E"
"220915104","0","0","0","0","0","0"," ","AZLE EL","N","TARRANT","220","Met Standard","AZLE ISD","220915","05 - 06","M"
"220915105","1","0","0","0","0"," "," ","LIBERTY EL","N","TARRANT","220","Met Standard","AZLE ISD","220915","EE - 04","E"
"220915106","0","0","0","0","0"," "," ","SILVER CREEK EL","N","TARRANT","220","Met Standard","AZLE ISD","220915","EE - 04","E"
"220915107","1","1","1","1","0","0"," ","W E HOOVER EL","N","TARRANT","220","Met Standard","AZLE ISD","220915","05 - 06","M"
"220915108","1","1","1","1","1"," "," ","CROSS TIMBERS EL","N","TARRANT","220","Met Standard","AZLE ISD","220915","EE - 04","E"
"220916001","0","0","1","0","1","1","1","BELL H S","N","TARRANT","220","Met Standard","HURST-EULESS-BEDFORD ISD","220916","10 - 12","S"
"220916002","1","1","1","0","1","1","1","TRINITY H S","N","TARRANT","220","Met Standard","HURST-EULESS-BEDFORD ISD","220916","10 - 12","S"
"220916004"," "," "," "," "," "," "," ","ALTER ED PROG","N","TARRANT","220","Not Rated","HURST-EULESS-BEDFORD ISD","220916","03 - 12","B"
"220916005"," "," "," "," "," "," "," ","KEYS H S","N","TARRANT","220","Met Alternative Standard","HURST-EULESS-BEDFORD ISD","220916","09 - 12","S"
"220916007"," "," "," "," "," "," "," ","TARRANT CO J J A E P","N","TARRANT","220","Not Rated","HURST-EULESS-BEDFORD ISD","220916","10 - 10","S"
"220916041","1","1","1","1","1","1","1","CENTRAL J H","N","TARRANT","220","Met Standard","HURST-EULESS-BEDFORD ISD","220916","07 - 09","M"
"220916042","1","1","1","1","1","1","1","EULESS J H","N","TARRANT","220","Met Standard","HURST-EULESS-BEDFORD ISD","220916","07 - 09","M"
"220916043","1","1","1","1","1","1","1","HURST J H","N","TARRANT","220","Met Standard","HURST-EULESS-BEDFORD ISD","220916","07 - 09","M"
"220916044","1","0","1","1","1","1","1","BEDFORD J H","N","TARRANT","220","Met Standard","HURST-EULESS-BEDFORD ISD","220916","07 - 09","M"
"220916045","1","1","1","1","1","1","1","HARWOOD J H","N","TARRANT","220","Met Standard","HURST-EULESS-BEDFORD ISD","220916","07 - 09","M"
"220916102","1","0","0","0","0","1"," ","BELLAIRE EL","N","TARRANT","220","Met Standard","HURST-EULESS-BEDFORD ISD","220916","PK - 06","E"
"220916103","1","0","1","0","0","0"," ","HARRISON LANE EL","N","TARRANT","220","Met Standard","HURST-EULESS-BEDFORD ISD","220916","EE - 06","E"
